name,site,category,phone,adress,city,postal_code,latitude,longitude,rating,reviews,working_hours,location_link
Aorta Pharm,Not available,Pharmacy,+389 70 502 755,"Rr Ilindenska p.n MK, 1200",Tetovo,1200,41.9994992,20.9620552,5,1,"{""Monday"": ""8AM-12AM"", ""Tuesday"": ""8AM-12AM"", ""Wednesday"": ""8AM-12AM"", ""Thursday"": ""8AM-12AM"", ""Friday"": ""8AM-12AM"", ""Saturday"": ""8AM-12AM"", ""Sunday"": ""8AM-12AM""}","https://www.google.com/maps/place/Aorta+Pharm/@41.999499199999995,20.962055199999998,14z/data=!4m8!1m2!2m1!1sAorta+Pharm!3m4!1s0x1353f08fd3683be5:0xd75b8f69b6d9e18d!8m2!3d41.999499199999995!4d20.962055199999998"
R & R Farm,Not available,Pharmacy,+389 44 343 234,"XXW6+GCH, Ilindenska, Tetovo 1220",Tetovo,1220,41.9963199,20.9611108,Not available,Not available,"{""Monday"": ""8AM-12AM"", ""Tuesday"": ""8AM-12AM"", ""Wednesday"": ""8AM-12AM"", ""Thursday"": ""8AM-12AM"", ""Friday"": ""8AM-12AM"", ""Saturday"": ""8AM-12AM"", ""Sunday"": ""8AM-12AM""}","https://www.google.com/maps/place/R+%26+R+Farm/@41.996319899999996,20.9611108,14z/data=!4m8!1m2!2m1!1sR+%26+R+Farm!3m4!1s0x1353f0854283bb15:0xce2335903384754e!8m2!3d41.996319899999996!4d20.9611108"
Cara Pharm 2,Not available,Pharmacy,+389 44 336 547,"MK, Ilindenska 108, Tetovo 1200",Tetovo,1200,42.0065816,20.9678946,Not available,Not available,"{""Monday"": ""7:30AM-10PM"", ""Tuesday"": ""7:30AM-10PM"", ""Wednesday"": ""7:30AM-10PM"", ""Thursday"": ""7:30AM-10PM"", ""Friday"": ""7:30AM-10PM"", ""Saturday"": ""7:30AM-10PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/Cara+Pharm+2/@42.0065816,20.967894599999997,14z/data=!4m8!1m2!2m1!1sCara+Pharm+2!3m4!1s0x1353f0ec9a3000fd:0x2f0f73a317a4bd5!8m2!3d42.0065816!4d20.967894599999997"
Flobek,Not available,Pharmacy,Not available,Gostivar 1230,Gostivar,1230,41.7961026,20.8988168,5,2,Not available,"https://www.google.com/maps/place/Flobek/@41.7961026,20.8988168,14z/data=!4m8!1m2!2m1!1sFlobek!3m4!1s0x135159d7fa6ff319:0x3a53a3af468ef7d3!8m2!3d41.7961026!4d20.8988168"
Amra Pharm,Not available,Pharmacy,+389 70 321 557,"1/A2-, Ilindenska 173/2",Tetovo,Not available,42.0022947,20.9631915,Not available,Not available,"{""Monday"": ""9AM-12AM"", ""Tuesday"": ""9AM-12AM"", ""Wednesday"": ""9AM-12AM"", ""Thursday"": ""9AM-12AM"", ""Friday"": ""9AM-12AM"", ""Saturday"": ""9AM-12AM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/Amra+Pharm/@42.0022947,20.9631915,14z/data=!4m8!1m2!2m1!1sAmra+Pharm!3m4!1s0x1353f0920dda0865:0x5b9af1af480274f2!8m2!3d42.0022947!4d20.9631915"
Vela Farm,Not available,Pharmacy,Not available,"2X37+R24, Kiro Ristoski Drnc, Tetovo 1220",Tetovo,1220,42.0045036,20.962585,5,4,"{""Monday"": ""7:30AM-11PM"", ""Tuesday"": ""7:30AM-11PM"", ""Wednesday"": ""7:30AM-11PM"", ""Thursday"": ""7:30AM-11PM"", ""Friday"": ""7:30AM-11PM"", ""Saturday"": ""7:30AM-11PM"", ""Sunday"": ""7:30AM-11PM""}","https://www.google.com/maps/place/Vela+Farm/@42.0045036,20.962585,14z/data=!4m8!1m2!2m1!1sVela+Farm!3m4!1s0x1353f08d62a7f85b:0x17d758dfdb664982!8m2!3d42.0045036!4d20.962585"
Rizvanche Pharmacy I,Not available,Pharmacy,+389 42 528 404,"Borche Jovanovski 64, Gostivar 1230 MK, Gostivar 1230",Gostivar,1230,41.7929798,20.9096567,5,2,"{""Monday"": ""8AM-11PM"", ""Tuesday"": ""8AM-11PM"", ""Wednesday"": ""8AM-11PM"", ""Thursday"": ""8AM-11PM"", ""Friday"": ""8AM-11PM"", ""Saturday"": ""8AM-11PM"", ""Sunday"": ""8AM-11PM""}","https://www.google.com/maps/place/Rizvanche+Pharmacy+I/@41.7929798,20.9096567,14z/data=!4m8!1m2!2m1!1sRizvanche+Pharmacy+I!3m4!1s0x1351575353f33507:0x675f7d1944937984!8m2!3d41.7929798!4d20.9096567"
Mediko Point Apteka,Not available,Pharmacy,Not available,"Boris Sarafov 51, Skopje 1060",Skopje,1060,42.0086328,21.3498017,5,1,Not available,"https://www.google.com/maps/place/Mediko+Point+Apteka/@42.0086328,21.3498017,14z/data=!4m8!1m2!2m1!1sMediko+Point+Apteka!3m4!1s0x1354130342c55a49:0x2019836de8333e34!8m2!3d42.0086328!4d21.3498017"
Zegin Tetovo,Not available,Pharmacy,Not available,"2X5C+QG7, Tetovo 1220",Tetovo,1220,42.009408,20.9712894,4.5,2,"{""Monday"": ""7AM-10PM"", ""Tuesday"": ""7AM-10PM"", ""Wednesday"": ""7AM-10PM"", ""Thursday"": ""7AM-10PM"", ""Friday"": ""7AM-10PM"", ""Saturday"": ""8AM-10PM"", ""Sunday"": ""8AM-10PM""}","https://www.google.com/maps/place/Zegin+Tetovo/@42.009408,20.9712894,14z/data=!4m8!1m2!2m1!1sZegin+Tetovo!3m4!1s0x1353f0e97e47c16b:0x40dbd448a14ed737!8m2!3d42.009408!4d20.9712894"
Meri,Not available,Pharmacy,+389 44 332 254,"Clock Mosque, MK, T. C. Merdzan 50, Tetovo 1220",Tetovo,1220,42.0113119,20.9691891,5,2,"{""Monday"": ""7:30AM-9:30PM"", ""Tuesday"": ""7:30AM-9:30PM"", ""Wednesday"": ""7:30AM-9:30PM"", ""Thursday"": ""7:30AM-9:30PM"", ""Friday"": ""7:30AM-9:30PM"", ""Saturday"": ""7:30AM-9:30PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/Meri/@42.011311899999995,20.969189099999998,14z/data=!4m8!1m2!2m1!1sMeri!3m4!1s0x1353f0e93a7df1c7:0xbec3d4368f011f4c!8m2!3d42.011311899999995!4d20.969189099999998"
Star Pharm - Barnatore / Apteka,Not available,Pharmacy,+389 42 222 133,"Major Cede Filiposki, Gostivar 1230",Gostivar,1230,41.793147,20.903265,4.6,5,"{""Monday"": ""7AM-11:30PM"", ""Tuesday"": ""7AM-11:30PM"", ""Wednesday"": ""7AM-11:30PM"", ""Thursday"": ""7AM-11:30PM"", ""Friday"": ""7AM-11:30PM"", ""Saturday"": ""8AM-9PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/Star+Pharm+-+Barnatore+%2F+Apteka/@41.793147,20.903264999999998,14z/data=!4m8!1m2!2m1!1sStar+Pharm+-+Barnatore+%2F+Apteka!3m4!1s0x13515761e141b29b:0xbe48f1ea87f63df6!8m2!3d41.793147!4d20.903264999999998"
Jeta Farm,Not available,Pharmacy,+389 44 614 926,"Ivo Ribar Lola 1200, Tetovo 1220",Tetovo,1220,42.015328,20.9730829,3,1,Not available,"https://www.google.com/maps/place/Jeta+Farm/@42.015328,20.973082899999998,14z/data=!4m8!1m2!2m1!1sJeta+Farm!3m4!1s0x1353f0e79630c73d:0xaf9e814bfbd2286!8m2!3d42.015328!4d20.973082899999998"
Prva Gradska Apteka,Not available,Pharmacy,Not available,"QWV6+Q75, Gostivar 1230",Gostivar,1230,41.7943948,20.9107422,Not available,Not available,Not available,"https://www.google.com/maps/place/Prva+Gradska+Apteka/@41.7943948,20.910742199999998,14z/data=!4m8!1m2!2m1!1sPrva+Gradska+Apteka!3m4!1s0x135157559d1f5401:0x40cbf035cb448f14!8m2!3d41.7943948!4d20.910742199999998"
Sarac Farm,Not available,Pharmacy,+389 71 500 651,"QWV6+WFG, Gostivar 1230",Gostivar,1230,41.7948225,20.9111978,5,2,"{""Monday"": ""8AM-10PM"", ""Tuesday"": ""8AM-10PM"", ""Wednesday"": ""8AM-10PM"", ""Thursday"": ""8AM-10PM"", ""Friday"": ""8AM-10PM"", ""Saturday"": ""8AM-10PM"", ""Sunday"": ""8AM-10PM""}","https://www.google.com/maps/place/Sarac+Farm/@41.794822499999995,20.9111978,14z/data=!4m8!1m2!2m1!1sSarac+Farm!3m4!1s0x1351576459eafafd:0xb0b3a3c08803eff0!8m2!3d41.794822499999995!4d20.9111978"
Veterinar Animal,Not available,Pharmacy,+389 70 229 321,"QWQ7+M66, Riverside of Brotherly Solidarity, Gostivar 1230",Gostivar,1230,41.7891682,20.9130305,5,1,"{""Monday"": ""8AM-7PM"", ""Tuesday"": ""8AM-7PM"", ""Wednesday"": ""8AM-7PM"", ""Thursday"": ""8AM-7PM"", ""Friday"": ""8AM-7PM"", ""Saturday"": ""8AM-7PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/Veterinar+Animal/@41.7891682,20.913030499999998,14z/data=!4m8!1m2!2m1!1sVeterinar+Animal!3m4!1s0x1351576716778683:0x5c261a2161e2e35!8m2!3d41.7891682!4d20.913030499999998"
APTEKA,Not available,Pharmacy,Not available,"Major Cede Filiposki 242, Gostivar 1230",Gostivar,1230,41.793044,20.9039022,5,1,Not available,"https://www.google.com/maps/place/APTEKA/@41.793043999999995,20.903902199999997,14z/data=!4m8!1m2!2m1!1sAPTEKA!3m4!1s0x13515751293343b7:0x6b53c49bb411b282!8m2!3d41.793043999999995!4d20.903902199999997"
Eurofarm Volkovo,Not available,Pharmacy,Not available,"Str. 100, Volkovo, Skopje",Skopje,Not available,42.0379898,21.3488715,3.3,7,"{""Monday"": ""8AM-8:30PM"", ""Tuesday"": ""8AM-8:30PM"", ""Wednesday"": ""8AM-8:30PM"", ""Thursday"": ""8AM-8:30PM"", ""Friday"": ""8AM-8:30PM"", ""Saturday"": ""8AM-8:30PM"", ""Sunday"": ""8AM-2:30PM""}","https://www.google.com/maps/place/Eurofarm+Volkovo/@42.0379898,21.348871499999998,14z/data=!4m8!1m2!2m1!1sEurofarm+Volkovo!3m4!1s0x13541313ec53470d:0x36a3d3b5faecb528!8m2!3d42.0379898!4d21.348871499999998"
Apteka Vivalek,https://www.facebook.com/vivalekGostivar,Pharmacy,Not available,"Brakja Gjinoski бр.75, Gostivar 1230",Gostivar,1230,41.7889445,20.9073022,Not available,Not available,"{""Monday"": ""8AM-9PM"", ""Tuesday"": ""8AM-9PM"", ""Wednesday"": ""8AM-9PM"", ""Thursday"": ""8AM-9PM"", ""Friday"": ""8AM-9PM"", ""Saturday"": ""8AM-9PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/Apteka+Vivalek/@41.7889445,20.9073022,14z/data=!4m8!1m2!2m1!1sApteka+Vivalek!3m4!1s0x135157e60466cb1d:0x584f6b089fb15b83!8m2!3d41.7889445!4d20.9073022"
Zegin Saraj 1,http://www.zegin.com.mk/,Pharmacy,+389 2 205 7356,"X8XG+GHQ, P402, Skopje 1000",Skopje,1000,41.9988449,21.326479,5,2,"{""Monday"": ""8AM-11PM"", ""Tuesday"": ""8AM-11PM"", ""Wednesday"": ""8AM-11PM"", ""Thursday"": ""8AM-11PM"", ""Friday"": ""8AM-11PM"", ""Saturday"": ""8AM-11PM"", ""Sunday"": ""8AM-11PM""}","https://www.google.com/maps/place/Zegin+Saraj+1/@41.998844899999995,21.326479,14z/data=!4m8!1m2!2m1!1sZegin+Saraj+1!3m4!1s0x1354122c03e9b08d:0x35967555f8904034!8m2!3d41.998844899999995!4d21.326479"
DNA Anni Farm - Hrom,http://annifarm.mk/,Pharmacy,+389 2 204 4287,"Isaija Mazovski 44, Skopje 1000",Skopje,1000,42.006452,21.367872,4.8,24,"{""Monday"": ""7AM-8PM"", ""Tuesday"": ""7AM-9PM"", ""Wednesday"": ""7AM-9PM"", ""Thursday"": ""7AM-9PM"", ""Friday"": ""7AM-9PM"", ""Saturday"": ""8AM-3PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/DNA+Anni+Farm+-+Hrom/@42.006451999999996,21.367872,14z/data=!4m8!1m2!2m1!1sDNA+Anni+Farm+-+Hrom!3m4!1s0x135413927fdd4f17:0xc8fb19e0c9d5d1eb!8m2!3d42.006451999999996!4d21.367872"
Apteka Mel-Farm,Not available,Pharmacy,+389 44 338 696,"2X5H+5QF, Алберт Ајнштајн, Tetovo 1220",Tetovo,1220,42.0079471,20.9794175,5,1,"{""Monday"": ""7AM-10PM"", ""Tuesday"": ""7AM-10PM"", ""Wednesday"": ""7AM-10PM"", ""Thursday"": ""7AM-10PM"", ""Friday"": ""7AM-10PM"", ""Saturday"": ""7AM-10PM"", ""Sunday"": ""7AM-10PM""}","https://www.google.com/maps/place/Apteka+Mel-Farm/@42.007947099999996,20.9794175,14z/data=!4m8!1m2!2m1!1sApteka+Mel-Farm!3m4!1s0x1353f0c3e153572d:0x29fb1c4c52f167b3!8m2!3d42.007947099999996!4d20.9794175"
Remedium,Not available,Pharmacy,Not available,"294J+FM3, Nikola Parapunov, Skopje 1000",Skopje,1000,42.0061452,21.3816677,5,5,Not available,"https://www.google.com/maps/place/Remedium/@42.0061452,21.381667699999998,14z/data=!4m8!1m2!2m1!1sRemedium!3m4!1s0x1354147675ed210f:0x23760bcaacc265a3!8m2!3d42.0061452!4d21.381667699999998"
Akacija,https://zk.mk/akacija,Pharmacy,+389 2 308 6106,"Kozle 88, Kozle 3, Skopje 1000",Skopje,1000,41.9950486,21.3955043,5,3,"{""Monday"": ""8AM-9PM"", ""Tuesday"": ""8AM-9PM"", ""Wednesday"": ""8AM-9PM"", ""Thursday"": ""8AM-9PM"", ""Friday"": ""8AM-9PM"", ""Saturday"": ""8AM-8PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/Akacija/@41.9950486,21.3955043,14z/data=!4m8!1m2!2m1!1sAkacija!3m4!1s0x135415c73aee8f8b:0xe680acf75f833f67!8m2!3d41.9950486!4d21.3955043"
Zegin Šuto Orizari,http://www.zegin.com.mk/,Pharmacy,+389 2 265 6679,"2CRF+8MF, Skopje 1000",Skopje,1000,42.0408209,21.4241659,4.8,4,"{""Monday"": ""8AM-10PM"", ""Tuesday"": ""8AM-10PM"", ""Wednesday"": ""8AM-10PM"", ""Thursday"": ""8AM-10PM"", ""Friday"": ""8AM-10PM"", ""Saturday"": ""8AM-10PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/Zegin+%C5%A0uto+Orizari/@42.0408209,21.4241659,14z/data=!4m8!1m2!2m1!1sZegin+%C5%A0uto+Orizari!3m4!1s0x135414d77bbce995:0x7a6580b71b0c7c4d!8m2!3d42.0408209!4d21.4241659"
Efedra,https://zk.mk/efedra,Pharmacy,+389 2 306 7500,"Orce Nikolov 150, Skopje 1000",Skopje,1000,42.004469,21.415122,5,3,"{""Monday"": ""7:30AM-8PM"", ""Tuesday"": ""7:30AM-8PM"", ""Wednesday"": ""7:30AM-8PM"", ""Thursday"": ""7:30AM-8PM"", ""Friday"": ""7:30AM-8PM"", ""Saturday"": ""8AM-5PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/Efedra/@42.004469,21.415122,14z/data=!4m8!1m2!2m1!1sEfedra!3m4!1s0x135414454d8ed017:0x9687f8be788f9d8a!8m2!3d42.004469!4d21.415122"
"PZU Apteka ""Panacea""",Not available,Pharmacy,+389 34 320 395,"Marshal Tito 172, Strumica 2400",Strumica,2400,41.4331515,22.6441759,3.3,3,"{""Monday"": ""8AM-9PM"", ""Tuesday"": ""8AM-9PM"", ""Wednesday"": ""8AM-9PM"", ""Thursday"": ""8AM-9PM"", ""Friday"": ""8AM-9PM"", ""Saturday"": ""8AM-8PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/PZU+Apteka+%22Panacea%22/@41.4331515,22.6441759,14z/data=!4m8!1m2!2m1!1sPZU+Apteka+%22Panacea%22!3m4!1s0x14a9fe7503073bf5:0xa26cff648ff85632!8m2!3d41.4331515!4d22.6441759"
Аптека,http://eliksir.mk/,Pharmacy,Not available,"CJPP+WX5, Strumica",Strumica,Not available,41.4372663,22.6374872,Not available,Not available,Not available,"https://www.google.com/maps/place/%D0%90%D0%BF%D1%82%D0%B5%D0%BA%D0%B0/@41.4372663,22.6374872,14z/data=!4m8!1m2!2m1!1s%D0%90%D0%BF%D1%82%D0%B5%D0%BA%D0%B0!3m4!1s0x14a9fe118ba1a157:0x5cd85ce8e9ab22b!8m2!3d41.4372663!4d22.6374872"
Аптека Алпи-Фарм,Not available,Pharmacy,Not available,"Zeleznicka 2, Skopie 1000",Skopje,1000,41.9908336,21.426019,3,2,Not available,"https://www.google.com/maps/place/%D0%90%D0%BF%D1%82%D0%B5%D0%BA%D0%B0+%D0%90%D0%BB%D0%BF%D0%B8-%D0%A4%D0%B0%D1%80%D0%BC/@41.990833599999995,21.426019,14z/data=!4m8!1m2!2m1!1s%D0%90%D0%BF%D1%82%D0%B5%D0%BA%D0%B0+%D0%90%D0%BB%D0%BF%D0%B8-%D0%A4%D0%B0%D1%80%D0%BC!3m4!1s0x135415bb05dac20b:0x8934ad668cde6b81!8m2!3d41.990833599999995!4d21.426019"
vfv pharmacy,Not available,Pharmacy,Not available,"Chair, Üsküp MK, 1000",Skopje,1000,41.9995293,21.4382466,Not available,Not available,Not available,"https://www.google.com/maps/place/vfv+pharmacy/@41.9995293,21.4382466,14z/data=!4m8!1m2!2m1!1svfv+pharmacy!3m4!1s0x135415f037161f0b:0xf387dad0a3aee83e!8m2!3d41.9995293!4d21.4382466"
Zegin Radovish,http://www.zegin.com.mk/,Pharmacy,+389 32 630 161,"JFQ6+H25, Ana Pockova, Radovish",Radovish,Not available,41.6388997,22.4601088,4.5,2,"{""Monday"": ""7AM-9PM"", ""Tuesday"": ""7AM-9PM"", ""Wednesday"": ""7AM-9PM"", ""Thursday"": ""7AM-9PM"", ""Friday"": ""7AM-9PM"", ""Saturday"": ""8AM-9PM"", ""Sunday"": ""8AM-5PM""}","https://www.google.com/maps/place/Zegin+Radovish/@41.638899699999996,22.4601088,14z/data=!4m8!1m2!2m1!1sZegin+Radovish!3m4!1s0x1355fb13e1be9a25:0xbf9836999948b840!8m2!3d41.638899699999996!4d22.4601088"
Zegin Strumitsa 2,http://www.zegin.com.mk/,Pharmacy,+389 34 325 357,"CJQQ+RM9, Leninova, Strumica",Strumica,Not available,41.4395415,22.6392308,4,7,"{""Monday"": ""7AM-10PM"", ""Tuesday"": ""7AM-10PM"", ""Wednesday"": ""7AM-10PM"", ""Thursday"": ""7AM-10PM"", ""Friday"": ""7AM-10PM"", ""Saturday"": ""8AM-9PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/Zegin+Strumitsa+2/@41.4395415,22.6392308,14z/data=!4m8!1m2!2m1!1sZegin+Strumitsa+2!3m4!1s0x14a9fe13ecd34f07:0x23ea035e07ff48dc!8m2!3d41.4395415!4d22.6392308"
Pharmacy Cara Farm 3,Not available,Pharmacy,+389 44 378 881,"2332+G8J, Palatitsa",Palatitsa,2332,42.0038429,21.0507679,Not available,Not available,Not available,"https://www.google.com/maps/place/Pharmacy+Cara+Farm+3/@42.003842899999995,21.0507679,14z/data=!4m8!1m2!2m1!1sPharmacy+Cara+Farm+3!3m4!1s0x1353f7abe114207b:0xbc30ead62dd79c23!8m2!3d42.003842899999995!4d21.0507679"
Zegin Tri Biseri,Not available,Pharmacy,+389 2 246 4338,"17, Boulevard Jane Sandanski, Skopje 1000",Skopje,1000,41.9895846,21.4588979,3,5,"{""Monday"": ""7AM-9PM"", ""Tuesday"": ""7AM-9PM"", ""Wednesday"": ""7AM-9PM"", ""Thursday"": ""7AM-9PM"", ""Friday"": ""7AM-9PM"", ""Saturday"": ""8AM-9PM"", ""Sunday"": ""8AM-4PM""}","https://www.google.com/maps/place/Zegin+Tri+Biseri/@41.9895846,21.4588979,14z/data=!4m8!1m2!2m1!1sZegin+Tri+Biseri!3m4!1s0x13541593be232575:0xe5b2d4e9530f2922!8m2!3d41.9895846!4d21.4588979"
Zegin Novo Lisiče 2,http://zegin.com.mk/,Pharmacy,+389 2 243 5429,"XFHG+RGP, Vidoe Smilevski Bato, Skopje 1000",Skopje,1000,41.9795779,21.4763269,3.3,4,"{""Monday"": ""8AM-10PM"", ""Tuesday"": ""8AM-10PM"", ""Wednesday"": ""8AM-10PM"", ""Thursday"": ""8AM-10PM"", ""Friday"": ""8AM-10PM"", ""Saturday"": ""8AM-10PM"", ""Sunday"": ""8AM-4PM""}","https://www.google.com/maps/place/Zegin+Novo+Lisi%C4%8De+2/@41.979577899999995,21.4763269,14z/data=!4m8!1m2!2m1!1sZegin+Novo+Lisi%C4%8De+2!3m4!1s0x135415f5250bab45:0x4867bcec2eb35bba!8m2!3d41.979577899999995!4d21.4763269"
Zegin Farm Gostivar,http://www.zegin.com.mk/,Pharmacy,+389 42 221 386,"QWV3+6M3, Major Cede Filiposki, Gostivar 1230",Gostivar,1230,41.7930105,20.9041822,3.8,4,"{""Monday"": ""7AM-10PM"", ""Tuesday"": ""7AM-10PM"", ""Wednesday"": ""7AM-10PM"", ""Thursday"": ""7AM-10PM"", ""Friday"": ""7AM-10PM"", ""Saturday"": ""8AM-9PM"", ""Sunday"": ""8AM-8PM""}","https://www.google.com/maps/place/Zegin+Farm+Gostivar/@41.7930105,20.904182199999997,14z/data=!4m8!1m2!2m1!1sZegin+Farm+Gostivar!3m4!1s0x13515761ebf321c5:0xcdb083cb0f2e089!8m2!3d41.7930105!4d20.904182199999997"
Zegin Moja Apteka,http://www.zegin.com.mk/,Pharmacy,+389 2 308 9997,"7, Ivan Agovski, Skopje 1000",Skopje,1000,42.002527,21.4113136,4.7,10,"{""Monday"": ""7AM-9PM"", ""Tuesday"": ""7AM-9PM"", ""Wednesday"": ""7AM-9PM"", ""Thursday"": ""7AM-9PM"", ""Friday"": ""7AM-9PM"", ""Saturday"": ""8AM-9PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/Zegin+Moja+Apteka/@42.002527,21.4113136,14z/data=!4m8!1m2!2m1!1sZegin+Moja+Apteka!3m4!1s0x135414445c4d6315:0xf275473fdea7e250!8m2!3d42.002527!4d21.4113136"
Zegin Pharmacy - Kozle,http://www.zegin.com.mk/,Pharmacy,+389 2 307 1587,"X9VV+XQR, Skopje 1000",Skopje,1000,41.994983,21.3944042,4,8,"{""Monday"": ""7AM-9PM"", ""Tuesday"": ""7AM-9PM"", ""Wednesday"": ""7AM-9PM"", ""Thursday"": ""7AM-9PM"", ""Friday"": ""7AM-9PM"", ""Saturday"": ""8AM-9PM"", ""Sunday"": ""8AM-4PM""}","https://www.google.com/maps/place/Zegin+Pharmacy+-+Kozle/@41.994983,21.3944042,14z/data=!4m8!1m2!2m1!1sZegin+Pharmacy+-+Kozle!3m4!1s0x1354141231595af1:0x9fa8488f6aa1433b!8m2!3d41.994983!4d21.3944042"
Eurofarm - Vero Center,http://eurofarm.com.mk/,Pharmacy,+389 2 310 0400,"XCVR+7MG, Kuzman Josifovski Pitu I Bul., Boulevard Kocho Racin, Skopje 1000",Skopje,1000,41.9931764,21.4416965,3.8,6,"{""Monday"": ""9AM-10PM"", ""Tuesday"": ""9AM-10PM"", ""Wednesday"": ""9AM-10PM"", ""Thursday"": ""9AM-10PM"", ""Friday"": ""9AM-10PM"", ""Saturday"": ""9AM-10PM"", ""Sunday"": ""9AM-10PM""}","https://www.google.com/maps/place/Eurofarm+-+Vero+Center/@41.993176399999996,21.4416965,14z/data=!4m8!1m2!2m1!1sEurofarm+-+Vero+Center!3m4!1s0x135415ca31181027:0x4369aa5881dd8c21!8m2!3d41.993176399999996!4d21.4416965"
Apteka Meri,http://www.aptekameri.mk/,Pharmacy,+389 2 305 5577,"Orce Nikolov 206, Skopje 1000",Skopje,1000,42.0053891,21.4099344,Not available,Not available,"{""Monday"": ""8AM-9:30PM"", ""Tuesday"": ""8AM-9:30PM"", ""Wednesday"": ""8AM-9:30PM"", ""Thursday"": ""8AM-9:30PM"", ""Friday"": ""8AM-9:30PM"", ""Saturday"": ""9AM-9PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/Apteka+Meri/@42.005389099999995,21.409934399999997,14z/data=!4m8!1m2!2m1!1sApteka+Meri!3m4!1s0x1354153faa4becef:0x28257db3853fa7c3!8m2!3d42.005389099999995!4d21.409934399999997"
Beta Pharmacia,Not available,Pharmacy,+389 2 325 6799,"Franklin Ruzvelt 28/1, Lok 2, Skopje 1000",Skopje,1000,42.0000706,21.4133161,4,2,Not available,"https://www.google.com/maps/place/Beta+Pharmacia/@42.0000706,21.4133161,14z/data=!4m8!1m2!2m1!1sBeta+Pharmacia!3m4!1s0x13541445d62cf067:0xde94a8570af9cea0!8m2!3d42.0000706!4d21.4133161"
Zegin Kriva Palanka,http://www.zegin.com.mk/,Pharmacy,+389 31 371 000,"683M+FVQ, Улица Свети Јоаким Осоговски, Kriva Palanka",Kriva Palanka,Not available,42.2037161,22.3347491,3.5,4,Not available,"https://www.google.com/maps/place/Zegin+Kriva+Palanka/@42.2037161,22.3347491,14z/data=!4m8!1m2!2m1!1sZegin+Kriva+Palanka!3m4!1s0x1355767f4252b557:0x4f4f60f3119fb388!8m2!3d42.2037161!4d22.3347491"
Apteka Medikus,Not available,Pharmacy,+389 32 630 808,"MK, Javor bb, Radovish 2420",Radovish,2420,41.6415453,22.459782,5,5,"{""Monday"": ""8AM-8PM"", ""Tuesday"": ""8AM-8PM"", ""Wednesday"": ""8AM-8PM"", ""Thursday"": ""8AM-8PM"", ""Friday"": ""8AM-8PM"", ""Saturday"": ""9AM-7PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/Apteka+Medikus/@41.6415453,22.459782,14z/data=!4m8!1m2!2m1!1sApteka+Medikus!3m4!1s0x1355fbafd60b6067:0x458718f470da669!8m2!3d41.6415453!4d22.459782"
Apteka Medea,Not available,Homeopathic pharmacy,+389 32 635 190,"JFQ7+3WG, Coast 8th September, Radovish",Radovish,Not available,41.6376975,22.4648426,5,4,"{""Monday"": ""8AM-8PM"", ""Tuesday"": ""8AM-8PM"", ""Wednesday"": ""8AM-8PM"", ""Thursday"": ""8AM-8PM"", ""Friday"": ""8AM-8PM"", ""Saturday"": ""8AM-7PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/Apteka+Medea/@41.6376975,22.464842599999997,14z/data=!4m8!1m2!2m1!1sApteka+Medea!3m4!1s0x1355fb12006c6f3b:0xfa74b6a72de28169!8m2!3d41.6376975!4d22.464842599999997"
